org_id,organization_name,old_category,new_type,derived_state,needs_review
5248,Apraava Energy Private Limited (AEPL),RE Generator,IPP,,
5249,Alfanar Netra Wind Private Limited,RE Generator,IPP,,
5250,Sherisha Raipur,RE Generator,IPP,Chhattisgarh,
5251,Wind One Renergy Limited,RE Generator,IPP,,
5252,Wind Two Renergy Private Limited,RE Generator,IPP,,
5253,Wind Three Renergy Limited,RE Generator,IPP,,
5254,Wind Five Renergy Limited,RE Generator,IPP,,
5255,Gujarat State Electricity Corporation Limited- Phase II,Generator,IPP,Gujarat,
5256,TEQ Green Power XI Private Limited,RE Generator,IPP,,
5257,NTPC Renewable Energy Limited Shajapur Unit-1,RE Generator,IPP,,
5258,NTPC Renewable Energy Limited Shajapur Unit-2,RE Generator,IPP,,
5259,NTPC Renewable Energy Ltd (Dayapar WEP-Ph-1),RE Generator,IPP,,
5260,TP Saurya Limited Unit-1,RE Generator,IPP,,
5261,TP Saurya Limited Unit-2,RE Generator,IPP,,
5262,MASAYA SOLAR ENERGY PRIVATE LIMITED,RE Generator,IPP,,
5263,Torrent Power Limited,Generator,IPP,,
5264,Talettutayi Solar Projects Nine Pvt Ltd,RE Generator,IPP,,
5265,SJVN Green Energy Limited,RE Generator,IPP,,
5266,Renew Green (MHS ONE) Private Limited,RE Generator,IPP,,
5267,ReNew Green (MHP One) Private Limited,RE Generator,IPP,,
5268,BEEMPOW ENERGY PRIVATE LIMITED,RE Generator,IPP,,
5269,AVAADA SUNSHINE ENERGY PRIVATE LIMITED,RE Generator,IPP,,
5270,Adani Green Energy Twenty Six A Limited -PSS3,RE Generator,IPP,,
5271,Adani Green Energy Twenty Six B Limited -PSS3,RE Generator,IPP,,
5272,Adani Green Energy Twenty Five A Limited -PSS3,RE Generator,IPP,,
5273,Adani Green Energy Twenty Five B Limited -PSS3,RE Generator,IPP,,
5274,Adani Green Energy Twenty Four A Limited -PSS3,RE Generator,IPP,,
5275,Adani Renewable Energy Fifty Five Limited - PSS3,RE Generator,IPP,,
5276,Adani Renewable Energy Forty One Limited PSS-13,RE Generator,IPP,,
5277,Adani Renewable Energy Fifty Seven Limited PSS-13,RE Generator,IPP,,
5278,Ambuja Cements Limited -PSS-4,Private Utility,IPP,,
5279,Ambuja Cements Limited-PSS-3,Private Utility,IPP,,
5280,Adani Hazira Port Limited-PSS3,Private Utility,IPP,Gujarat,
5281,Adani Renewable Energy Forty Eight Limited-PSS9,RE Generator,IPP,,
5282,Adani Renewable Energy Fifty Six Limited – PSS4,RE Generator,IPP,,
5283,Adani Renewable Energy Holding Four Limited-PSS1,RE Generator,IPP,,
5284,Adani Renewable Energy Forty One Limited - PSS3,RE Generator,IPP,,
5285,Adani Renewable Energy Forty One Limited – PSS4,RE Generator,IPP,,
5286,Adani Renewable Energy Fifty Six Limited – PSS9,RE Generator,IPP,,
5287,Adani Solar Energy Jodhpur Six Private Limited- PSS9,RE Generator,IPP,Rajasthan,
5288,Adani Hybrid Energy Jaisalmer Five Limited -PSS4,RE Generator,IPP,,
5289,Adani Green Energy Twenty Four Limited – PSS-4,RE Generator,IPP,,
5290,Adani Ports and Special Economic Zone Limited -PSS4,Private Utility,IPP,,
5291,Adani Ports and Special Economic Zone Limited -PSS3,Private Utility,IPP,,
5292,QCA for Bhuj-I ISTS Pooling station,Other,Others,,YES
5293,M/s Manikaran Analytics Limited,Private Utility,Others,,YES
5294,QCA for REGSs of PSS1 & PSS2 at 765/400kV KPS-1 ISTS Pooling station,Other,Others,,YES
5295,M/s ADANI RENEWABLE ENERGY HOLDING FIVE LIMITED,RE Generator,Others,,YES
5296,ACB (India) Limited,Generator,Others,,YES
5297,Chakabura 2x30 MW Thermal Power Plant,Generator,Others,,YES
5298,SCPL (Ratija) 1x50 MW Thermal Power Plant,Generator,Others,,YES
5299,MCCPL 1x300 MW Thermal Power Plant,Generator,Others,,YES
5300,Adani Power (Mundra) Limited,Generator,Others,Gujarat,YES
5301,"ADANI POWER LIMITED, TIRODA",Generator,Others,,YES
5302,Bharat Aluminum Company Limited,Generator,Others,,YES
5303,The Tata Power Co Limited Mundra (MTPS),Generator,Others,Gujarat,YES
5304,DB Power Limited,Generator,Others,,YES
5305,DGEN Mega Power Project,Generator,Others,,YES
5306,Dhariwal Infrastructure Limited,Generator,Others,,YES
5307,Dongamouha Captive Power Plant (DCPP),Generator,Others,,YES
5308,Mahan Energen Limited (Formally Essar Power (MP) Limited,Generator,Others,,YES
5309,GMR Warora Energy Limited,Generator,Others,Maharashtra,YES
5310,Jaypee Nigrie STPP,Generator,Others,,YES
5311,Jhabua Power Limited,Generator,Others,,YES
5312,Jindal Power Limited,Generator,Others,,YES
5313,KSK Mahanadi Power Company Limited (JSW Energy),Generator,Others,,YES
5314,LANCO Amarkantak Power Limited,Generator,Others,,YES
5315,MB Power (MP) Limited,Generator,Others,,YES
5316,NTPC-SAIL Power Company Private Limited (NSPCL),Generator,Others,,YES
5317,Raigarh Energy Generation Limited,Generator,Others,Chhattisgarh,YES
5318,Adani Power Limited - Raipur,Generator,Others,Chhattisgarh,YES
5319,Ratnagiri Gas & Power Private Limited,Generator,Others,Maharashtra,YES
5320,RKM Powergen Private Limited,Generator,Others,,YES
5321,SASAN Power Limited,Generator,Others,Madhya Pradesh,YES
5322,SKS Power Generation (C.G) Limited,Generator,Others,,YES
5323,TRN Energy Private Limited,Generator,Others,,YES
5324,Adani Power Limited,Generator,Others,,YES
5325,AMNS (Essar) Power Transmission Company Limited,Transmission Utility,Others,,YES
5326,India Grid Trust (IndiGrid),Transmission Utility,Others,,YES
5327,"Bhopal - Dhule Transmission Co. Ltd (BDTCL), 765/400 kV Bhopal Sub Station",Transmission Utility,Others,Madhya Pradesh,YES
5328,Jabalpur Transmission Co. Ltd (JTCL),Transmission Utility,Others,Madhya Pradesh,YES
5329,RAPP Transmission Co. Ltd (RTCL),Transmission Utility,Others,,YES
5330,Raichur Sholapur Transmission Company Private Limited (RSTCPL),Transmission Utility,Others,,YES
5331,Odisha Generation Phase-II transmission Limited,Transmission Utility,Others,,YES
5332,Khargone Transmission Limited (KhTL),Transmission Utility,Others,Madhya Pradesh,YES
5333,Central Operations Control Room ENOC (Energy Network Operations Centre),Central Utility,Others,,YES
5334,Sterlite Power Transmission Limited,Transmission Utility,Others,,YES
5335,Lakadia Vadodara Transmission Project Limited,Transmission Utility,Others,Gujarat,YES
5336,Mumbai Urja Marg Limited,Transmission Utility,Others,Maharashtra,YES
5337,Goa Tamnar Transmission Project Limited,Transmission Utility,Others,Goa,YES
5338,Western Transco Power Limited,Transmission Utility,Others,,YES
5339,Warora Kurnool Transmission Limited,Transmission Utility,Others,Maharashtra,YES
5340,Kallam Transmission Limited,Transmission Utility,Others,,YES
5341,KHAVDA II-A TRANSMISSION LIMITED,Transmission Utility,Others,,YES
5342,Sipat Transmission Limited,Transmission Utility,Others,Chhattisgarh,YES
5343,WRSS XXI(A) Transco Limited,Transmission Utility,Others,,YES
5344,RAJGARH TRANSMISSION LIMITED,Transmission Utility,Others,,YES
5345,KPS1 Transmission Ltd,Transmission Utility,Others,,YES
5346,Chhattisgarh-WR Transmission Limited,Transmission Utility,Others,Chhattisgarh,YES
5347,Khavda-Bhuj Transmission Ltd,Transmission Utility,Others,,YES
5348,Lakadia Banaskantha Transco Limited,Transmission Utility,Others,,YES
5349,Western Transmission Gujarat Limited,Transmission Utility,Others,Gujarat,YES
5350,Raipur-Rajnandgaon-Warora Transmission Limited,Transmission Utility,Others,Maharashtra,YES
5351,Jam Khambaliya Transco Limited,Transmission Utility,Others,,YES
5352,ArcelorMittal Nippon Steel India Limited,Private Utility,Others,,YES
5353,BARC Facility,Government,Others,,YES
5354,Heavy Water Board,Government,Others,,YES
5355,TATA Power Mumbai,Distribution Company,DISCOM,Maharashtra,
5356,National High Power Test Laboratory,Government,Others,,YES
5357,NTPC Vidyut Vyapar Nigam Limited,Central Utility,Others,,YES
