org_id,organization_name,old_category,new_type,derived_state,needs_review
6059,Tata Power Mumbai,Others,Others,Maharashtra,YES
6060,National High Power Test Laboratory,Others,Others,,YES
6061,NTPC Vidyut Vyapar Nigam Limited,Others,Others,,YES
6062,SSNL,Others,Generation Company,,
6063,Gandhar,Others,Generation Company,,
6064,"Kalwa, Thane-Belapur",Others,Others,,YES
6065,Office: Executive Director (Transmission),Others,Others,,YES
6066,"Office: The Chief Engineer (Sub-Station) CSPTCL, Raipur",Others,Others,,YES
6067,"Address: Vidhut Siva Bhavan 5th Floor CSEB, Power Company Campus, Dangania",Others,Others,,YES
6068,"Vidyut Bhavan, 3rd Floor, Panaji, Goa-403 001",Others,Others,,YES
6069,Avaada Gjlakadiya Private Limited,Others,Others,,YES
6070,SSP,Others,Others,,YES
