org_id,organization_name,old_category,new_type,derived_state,needs_review
5282,Adani Renewable Energy Fifty Six Limited – PSS4,IPP,IPP,,
5283,Adani Renewable Energy Holding Four Limited-PSS1,IPP,IPP,,
5284,Adani Renewable Energy Forty One Limited - PSS3,IPP,IPP,,
5285,Adani Renewable Energy Forty One Limited – PSS4,IPP,IPP,,
5286,Adani Renewable Energy Fifty Six Limited – PSS9,IPP,IPP,,
5287,Adani Solar Energy Jodhpur Six Private Limited- PSS9,IPP,IPP,Rajasthan,
5288,Adani Hybrid Energy Jaisalmer Five Limited -PSS4,IPP,IPP,,
5289,Adani Green Energy Twenty Four Limited – PSS-4,IPP,IPP,,
5290,Adani Ports and Special Economic Zone Limited -PSS4,IPP,IPP,,
5291,Adani Ports and Special Economic Zone Limited -PSS3,IPP,IPP,,
5292,QCA for Bhuj-I ISTS Pooling station,Others,Others,,YES
5293,M/s Manikaran Analytics Limited,Others,Others,,YES
5294,QCA for REGSs of PSS1 & PSS2 at 765/400kV KPS-1 ISTS Pooling station,Others,Others,,YES
5295,M/s ADANI RENEWABLE ENERGY HOLDING FIVE LIMITED,Others,Others,,YES
5296,ACB (India) Limited,Others,Others,,YES
5297,Chakabura 2x30 MW Thermal Power Plant,Others,Others,,YES
5298,SCPL (Ratija) 1x50 MW Thermal Power Plant,Others,Others,,YES
5299,MCCPL 1x300 MW Thermal Power Plant,Others,Others,,YES
5300,Adani Power (Mundra) Limited,Others,Others,Gujarat,YES
5301,"ADANI POWER LIMITED, TIRODA",Others,Others,,YES
5302,Bharat Aluminum Company Limited,Others,Others,,YES
5303,The Tata Power Co Limited Mundra (MTPS),Others,Others,Gujarat,YES
5304,DB Power Limited,Others,Others,,YES
5305,DGEN Mega Power Project,Others,Others,,YES
5306,Dhariwal Infrastructure Limited,Others,Others,,YES
5307,Dongamouha Captive Power Plant (DCPP),Others,Others,,YES
5308,Mahan Energen Limited (Formally Essar Power (MP) Limited,Others,Others,,YES
5309,GMR Warora Energy Limited,Others,Others,Maharashtra,YES
5310,Jaypee Nigrie STPP,Others,Others,,YES
5311,Jhabua Power Limited,Others,Others,,YES
5312,Jindal Power Limited,Others,Others,,YES
5313,KSK Mahanadi Power Company Limited (JSW Energy),Others,Others,,YES
5314,LANCO Amarkantak Power Limited,Others,Others,,YES
5315,MB Power (MP) Limited,Others,Others,,YES
5316,NTPC-SAIL Power Company Private Limited (NSPCL),Others,Others,,YES
5317,Raigarh Energy Generation Limited,Others,Others,Chhattisgarh,YES
5318,Adani Power Limited - Raipur,Others,Others,Chhattisgarh,YES
5319,Ratnagiri Gas & Power Private Limited,Others,Others,Maharashtra,YES
5320,RKM Powergen Private Limited,Others,Others,,YES
5321,SASAN Power Limited,Others,Others,Madhya Pradesh,YES
5322,SKS Power Generation (C.G) Limited,Others,Others,,YES
5323,TRN Energy Private Limited,Others,Others,,YES
5324,Adani Power Limited,Others,Others,,YES
5325,AMNS (Essar) Power Transmission Company Limited,Others,Others,,YES
5326,India Grid Trust (IndiGrid),Others,Others,,YES
5327,"Bhopal - Dhule Transmission Co. Ltd (BDTCL), 765/400 kV Bhopal Sub Station",Others,Others,Madhya Pradesh,YES
5328,Jabalpur Transmission Co. Ltd (JTCL),Others,Others,Madhya Pradesh,YES
5329,RAPP Transmission Co. Ltd (RTCL),Others,Others,,YES
5330,Raichur Sholapur Transmission Company Private Limited (RSTCPL),Others,Others,,YES
5331,Odisha Generation Phase-II transmission Limited,Others,Others,,YES
5332,Khargone Transmission Limited (KhTL),Others,Others,Madhya Pradesh,YES
5333,Central Operations Control Room ENOC (Energy Network Operations Centre),Others,Others,,YES
5334,Sterlite Power Transmission Limited,Others,Others,,YES
5335,Lakadia Vadodara Transmission Project Limited,Others,Others,Gujarat,YES
5336,Mumbai Urja Marg Limited,Others,Others,Maharashtra,YES
5337,Goa Tamnar Transmission Project Limited,Others,Others,Goa,YES
5338,Western Transco Power Limited,Others,Others,,YES
5339,Warora Kurnool Transmission Limited,Others,Others,Maharashtra,YES
5340,Kallam Transmission Limited,Others,Others,,YES
5341,KHAVDA II-A TRANSMISSION LIMITED,Others,Others,,YES
5342,Sipat Transmission Limited,Others,Others,Chhattisgarh,YES
5343,WRSS XXI(A) Transco Limited,Others,Others,,YES
5344,RAJGARH TRANSMISSION LIMITED,Others,Others,,YES
5345,KPS1 Transmission Ltd,Others,Others,,YES
5346,Chhattisgarh-WR Transmission Limited,Others,Others,Chhattisgarh,YES
5347,Khavda-Bhuj Transmission Ltd,Others,Others,,YES
5348,Lakadia Banaskantha Transco Limited,Others,Others,,YES
5349,Western Transmission Gujarat Limited,Others,Others,Gujarat,YES
5350,Raipur-Rajnandgaon-Warora Transmission Limited,Others,Others,Maharashtra,YES
5351,Jam Khambaliya Transco Limited,Others,Others,,YES
5352,ArcelorMittal Nippon Steel India Limited,Others,Others,,YES
5353,BARC Facility,Others,Others,,YES
5354,Heavy Water Board,Others,Others,,YES
5355,TATA Power Mumbai,DISCOM,DISCOM,Maharashtra,
5356,National High Power Test Laboratory,Others,Others,,YES
5357,NTPC Vidyut Vyapar Nigam Limited,Others,Others,,YES
