org_id,organization_name,old_category,new_type,derived_state,needs_review
6376,Tata Power Renewable Energy Ltd.,Others,RE Generators,,
6377,NTPC Kawas Solar PV Project,Others,Others,Gujarat,YES
6378,NTPC Jhanor - Gandhar Solar PV Project,Others,Others,Gujarat,YES
6379,Ostro Energy Private Limited,Others,Others,,YES
6380,Adani Wind Energy Kutch Three Limited,Others,Others,Gujarat,YES
6381,Adani Wind Energy Kutch Five Limited,Others,Others,Gujarat,YES
6382,Gujarat State Electricity Corporation Limited,Others,Others,Gujarat,YES
6383,Avikaran Solar India Private Limited,Others,Others,,YES
6384,Powerica Limited,Others,Others,,YES
6385,Sitac Kabini Renewables Private Limited,Others,Others,,YES
6386,Srijan Energy Systems Private Limited,Others,Others,,YES
6387,Solapur Solar PV Project,Others,Others,Maharashtra,YES
6388,Adani Wind Energy MP One Private Limited,Others,Others,,YES
6389,Adani Wind Energy Kutch Four Limited,Others,Others,Gujarat,YES
6390,Apraava Energy Private Limited (AEPL),Others,Others,,YES
6391,Alfanar Netra Wind Private Limited,Others,Others,,YES
6392,Sherisha Raipur,Others,Others,Chhattisgarh,YES
6393,Wind One Renergy Limited,Others,Others,,YES
6394,Wind Two Renergy Private Limited,Others,Others,,YES
6395,Wind Three Renergy Limited,Others,Others,,YES
6396,Wind Five Renergy Limited,Others,Others,,YES
6397,Gujarat State Electricity Corporation Limited- Phase II,Others,Others,Gujarat,YES
6398,TEQ Green Power XI Private Limited,Others,Others,,YES
6399,NTPC Renewable Energy Limited Shajapur Unit-1,Others,RE Generators,,
6400,NTPC Renewable Energy Limited Shajapur Unit-2,Others,RE Generators,,
6401,NTPC Renewable Energy Ltd (Dayapar WEP-Ph-1),Others,RE Generators,,
6402,TP Saurya Limited Unit-1,Others,Others,,YES
6403,TP Saurya Limited Unit-2,Others,Others,,YES
6404,MASAYA Solar Energy Private Limited,Others,Others,,YES
6405,Torrent Power Limited,Others,Others,,YES
6406,Talettutayi Solar Projects Nine Pvt Ltd,Others,Others,,YES
6407,SJVN Green Energy Limited,Others,Others,,YES
6408,Renew Green (MHS One) Private Limited,Others,Others,,YES
6409,Renew Green (MHP One) Private Limited,Others,Others,,YES
6410,Beempow Energy Private Limited,Others,Others,,YES
6411,AVAADA Sunshine Energy Private Limited,Others,Others,,YES
6412,Adani Green Energy Twenty Six A Limited -PSS3,Others,Others,,YES
6413,Adani Green Energy Twenty Six B Limited -PSS3,Others,Others,,YES
6414,Adani Green Energy Twenty Five A Limited -PSS3,Others,Others,,YES
6415,Adani Green Energy Twenty Five B Limited -PSS3,Others,Others,,YES
6416,Adani Green Energy Twenty Four A Limited -PSS3,Others,Others,,YES
6417,Adani Renewable Energy Fifty Five Limited - PSS3,Others,RE Generators,,
6418,Adani Renewable Energy Forty One Limited PSS-13,Others,RE Generators,,
6419,Adani Renewable Energy Fifty Seven Limited PSS-13,Others,RE Generators,,
6420,Ambuja Cements Limited -PSS-4,Others,Others,,YES
6421,Ambuja Cements Limited-PSS-3,Others,Others,,YES
6422,Adani Hazira Port Limited-PSS3,Others,Others,Gujarat,YES
6423,Adani Renewable Energy Forty Eight Limited-PSS9,Others,RE Generators,,
6424,Adani Renewable Energy Fifty Six Limited – PSS4,Others,RE Generators,,
6425,Adani Renewable Energy Holding Four Limited-PSS1,Others,RE Generators,,
6426,Adani Renewable Energy Forty One Limited - PSS3,Others,RE Generators,,
6427,Adani Renewable Energy Forty One Limited – PSS4,Others,RE Generators,,
6428,Adani Renewable Energy Fifty Six Limited – PSS9,Others,RE Generators,,
6429,Adani Solar Energy Jodhpur Six Private Limited- PSS9,Others,Others,Rajasthan,YES
6430,Adani Hybrid Energy Jaisalmer Five Limited -PSS4,Others,Others,,YES
6431,Adani Green Energy Twenty Four Limited – PSS-4,Others,Others,,YES
6432,Adani Ports And Special Economic Zone Limited -PSS4,Others,Others,,YES
6433,Adani Ports And Special Economic Zone Limited -PSS3,Others,Others,,YES
6434,QCA For Bhuj-I ISTS Pooling Station,Others,Others,,YES
6435,M/S Manikaran Analytics Limited,Others,Others,,YES
6436,QCA For Regss Of PSS1 & PSS2 At 765/400 kV KPS-1 ISTS Pooling Station,Others,Others,,YES
6437,M/S Adani Renewable Energy Holding Five Limited,Others,RE Generators,,
6438,ACB (India) Limited,Others,Others,,YES
6439,Chakabura 2X30 MW Thermal Power Plant,Others,Thermal,,
6440,SCPL (Ratija) 1X50 MW Thermal Power Plant,Others,Thermal,,
6441,MCCPL 1X300 MW Thermal Power Plant,Others,Thermal,,
6442,Adani Power (Mundra) Limited,Others,Others,Gujarat,YES
6443,"Adani Power Limited, Tiroda",Others,Others,,YES
6444,Bharat Aluminum Company Limited,Others,Others,,YES
6445,The Tata Power Co Limited Mundra (MTPS),Others,Others,Gujarat,YES
6446,DB Power Limited,Others,Others,,YES
6447,DGEN Mega Power Project,Others,Others,,YES
6448,Dhariwal Infrastructure Limited,Others,Others,,YES
6449,Dongamouha Captive Power Plant (DCPP),Others,Others,,YES
6450,Mahan Energen Limited (Formally Essar Power (MP) Limited,Others,Others,,YES
6451,GMR Warora Energy Limited,Others,Others,Maharashtra,YES
6452,Jaypee Nigrie STPP,Others,Thermal,,
6453,Jhabua Power Limited,Others,Others,,YES
6454,Jindal Power Limited,Others,Others,,YES
6455,KSK Mahanadi Power Company Limited (JSW Energy),Others,Others,,YES
6456,LANCO Amarkantak Power Limited,Others,Others,,YES
6457,MB Power (MP) Limited,Others,Others,,YES
6458,NTPC-SAIL Power Company Private Limited (NSPCL),Others,Others,,YES
6459,Raigarh Energy Generation Limited,Others,Others,Chhattisgarh,YES
6460,Adani Power Limited - Raipur,Others,Others,Chhattisgarh,YES
6461,Ratnagiri Gas & Power Private Limited,Others,Thermal,Maharashtra,
6462,RKM Powergen Private Limited,Others,Others,,YES
6463,SASAN Power Limited,Others,Others,Madhya Pradesh,YES
6464,SKS Power Generation (C.G) Limited,Others,Generation Company,,
6465,TRN Energy Private Limited,Others,Others,,YES
6466,Adani Power Limited,Others,Others,,YES
6467,AMNS (Essar) Power Transmission Company Limited,Others,Others,,YES
6468,India Grid Trust (Indigrid),Others,Others,,YES
6469,"Bhopal - Dhule Transmission Co. Ltd (BDTCL), 765/400 kV Bhopal Sub Station",Others,Others,Madhya Pradesh,YES
6470,Jabalpur Transmission Co. Ltd (JTCL),Others,Others,Madhya Pradesh,YES
6471,RAPP Transmission Co. Ltd (RTCL),Others,Others,,YES
6472,Raichur Sholapur Transmission Company Private Limited (RSTCPL),Others,Others,,YES
6473,Odisha Generation Phase-II Transmission Limited,Others,Others,,YES
6474,Khargone Transmission Limited (Khtl),Others,Others,Madhya Pradesh,YES
6475,Central Operations Control Room ENOC (Energy Network Operations Centre),Others,Others,,YES
6476,Sterlite Power Transmission Limited,Others,Others,,YES
6477,Lakadia Vadodara Transmission Project Limited,Others,Others,Gujarat,YES
6478,Mumbai Urja Marg Limited,Others,Others,Maharashtra,YES
6479,Goa Tamnar Transmission Project Limited,Others,Others,Goa,YES
6480,Western Transco Power Limited,Others,Others,,YES
6481,Warora Kurnool Transmission Limited,Others,Others,Maharashtra,YES
6482,Kallam Transmission Limited,Others,Others,,YES
6483,KHAVDA II-A Transmission Limited,Others,Others,,YES
6484,Sipat Transmission Limited,Others,Others,Chhattisgarh,YES
6485,WRSS XXI(A) Transco Limited,Others,Others,,YES
6486,Rajgarh Transmission Limited,Others,Others,,YES
6487,KPS1 Transmission Ltd,Others,Others,,YES
6488,Chhattisgarh-WR Transmission Limited,Others,Others,Chhattisgarh,YES
6489,Khavda-Bhuj Transmission Ltd,Others,Others,,YES
6490,Lakadia Banaskantha Transco Limited,Others,Others,,YES
6491,Western Transmission Gujarat Limited,Others,Others,Gujarat,YES
6492,Raipur-Rajnandgaon-Warora Transmission Limited,Others,Others,Maharashtra,YES
6493,Jam Khambaliya Transco Limited,Others,Others,,YES
6494,Arcelormittal Nippon Steel India Limited,Others,Others,,YES
6495,BARC Facility,Others,Others,,YES
6496,Heavy Water Board,Others,Others,,YES
6497,Tata Power Mumbai,Others,Others,Maharashtra,YES
6498,National High Power Test Laboratory,Others,Others,,YES
6499,NTPC Vidyut Vyapar Nigam Limited,Others,Others,,YES
6500,SSNL,Others,Generation Company,,
6501,Gandhar,Others,Generation Company,,
6502,"Kalwa, Thane-Belapur",Others,Others,,YES
6503,Office: Executive Director (Transmission),Others,Others,,YES
6504,"Office: The Chief Engineer (Sub-Station) CSPTCL, Raipur",Others,Others,,YES
6505,"Address: Vidhut Siva Bhavan 5th Floor CSEB, Power Company Campus, Dangania",Others,Others,,YES
6506,"Vidyut Bhavan, 3rd Floor, Panaji, Goa-403 001",Others,Others,,YES
6507,Avaada Gjlakadiya Private Limited,Others,Others,,YES
6508,SSP,Others,Others,,YES
